,regex,input string length,matching position ratio,sample index,Method,Mode,data points,Unit,confidence interval (99.9%),min,max,mean,std,duration,finish time
220,http,1024,0.95,9,regexMatches,avgt,100,ns/op,28.603648,496.22,689.1,602.84928,84.3385089178512,0 days 00:04:12,2021-04-05 23:30:25.117396
221,http,1024,0.95,9,stringContains,avgt,100,ns/op,0.14146,149.519,151.559,150.35003,0.41709387686851895,0 days 00:04:12,2021-04-05 23:30:25.117396
222,http,16384,0.95,0,regexMatches,avgt,100,ns/op,7.906815,6670.304,6765.304,6744.096600000001,23.31343671955653,0 days 00:04:12,2021-04-06 07:32:48.608438
223,http,16384,0.95,0,stringContains,avgt,100,ns/op,3.636308,2314.353,2344.495,2321.1642699999998,10.721722588735343,0 days 00:04:12,2021-04-06 07:32:48.608438
224,http,32768,0.95,10,regexMatches,avgt,100,ns/op,285.833353,11906.229,14535.424,13574.681980000003,842.7861144198022,0 days 00:04:12,2021-04-06 08:42:58.615427
225,http,32768,0.95,10,stringContains,avgt,100,ns/op,5.10906,4578.982,4624.763,4603.98438,15.064123219736175,0 days 00:04:12,2021-04-06 08:42:58.615427
226,http,4096,0.95,13,regexMatches,avgt,100,ns/op,74.493722,1583.564,2141.08,1845.73071,219.6464230541226,0 days 00:04:12,2021-04-06 06:27:02.050399
227,http,4096,0.95,13,stringContains,avgt,100,ns/op,0.764658,568.654,581.795,570.27801,2.254619547269398,0 days 00:04:12,2021-04-06 06:27:02.050399
228,http,256,0.95,6,regexMatches,avgt,100,ns/op,6.605233,175.688,231.427,192.22958,19.475665966844915,0 days 00:04:12,2021-04-06 09:26:49.864792
229,http,256,0.95,6,stringContains,avgt,100,ns/op,0.153212,44.691,45.848,45.07075999999999,0.4517567084575093,0 days 00:04:12,2021-04-06 09:26:49.864792
230,http,1024,0.95,10,regexMatches,avgt,100,ns/op,1.151355,389.763,405.126,393.3991899999999,3.394751610779333,0 days 00:04:12,2021-04-06 06:40:11.457210
231,http,1024,0.95,10,stringContains,avgt,100,ns/op,0.182799,149.279,152.216,150.62308000000002,0.5389794448958158,0 days 00:04:12,2021-04-06 06:40:11.457210
232,http,16384,0.95,11,regexMatches,avgt,100,ns/op,7.675347,6677.945,6769.565,6753.498610000001,22.630893019197543,0 days 00:04:12,2021-04-06 08:12:16.688868
233,http,16384,0.95,11,stringContains,avgt,100,ns/op,0.53619,2292.215,2299.903,2294.1591200000003,1.5809554091297104,0 days 00:04:12,2021-04-06 08:12:16.688868
234,http,16384,0.95,13,regexMatches,avgt,100,ns/op,9.488396,6611.08,6759.715,6700.8642599999985,27.976727462075928,0 days 00:04:12,2021-04-05 23:12:52.697628
235,http,16384,0.95,13,stringContains,avgt,100,ns/op,0.895623,2325.163,2335.554,2329.50702,2.6407918424502093,0 days 00:04:12,2021-04-05 23:12:52.697628
236,http,4096,0.95,7,regexMatches,avgt,100,ns/op,72.605241,1664.086,2188.064,1870.11348,214.07820185328762,0 days 00:04:12,2021-04-06 05:51:57.130898
237,http,4096,0.95,7,stringContains,avgt,100,ns/op,4.909475,587.605,621.442,603.0064,14.475701028365648,0 days 00:04:12,2021-04-06 05:51:57.130898
238,http,2048,0.95,10,regexMatches,avgt,100,ns/op,21.381094,936.471,1171.028,1009.8123,63.042644310390926,0 days 00:04:12,2021-04-06 05:56:20.263837
239,http,2048,0.95,10,stringContains,avgt,100,ns/op,0.350323,297.919,300.853,299.55763,1.0329834466781722,0 days 00:04:12,2021-04-06 05:56:20.263837
240,http,512,0.95,13,regexMatches,avgt,100,ns/op,14.546258,297.087,397.669,335.31991999999997,42.88999492704586,0 days 00:04:12,2021-04-06 09:48:45.553479
241,http,512,0.95,13,stringContains,avgt,100,ns/op,0.249684,78.114,80.551,79.14045,0.7361863836109315,0 days 00:04:12,2021-04-06 09:48:45.553479
242,http,2048,0.95,4,regexMatches,avgt,100,ns/op,27.10875,929.806,1174.59,999.5606,79.93073758504227,0 days 00:04:12,2021-04-06 00:27:25.797591
243,http,2048,0.95,4,stringContains,avgt,100,ns/op,0.134385,281.451,282.659,282.10678999999993,0.3962222948922717,0 days 00:04:12,2021-04-06 00:27:25.797591
244,http,512,0.95,6,regexMatches,avgt,100,ns/op,16.483944,244.893,383.858,301.4731100000001,48.6032813989483,0 days 00:04:12,2021-04-06 10:41:23.232737
245,http,512,0.95,6,stringContains,avgt,100,ns/op,0.381154,76.741,79.832,77.56114000000001,1.1238736315965319,0 days 00:04:12,2021-04-06 10:41:23.232737
246,http,256,0.95,10,regexMatches,avgt,100,ns/op,7.47377,175.742,237.442,188.32389999999998,22.036584763762853,0 days 00:04:12,2021-04-06 06:18:15.832526
247,http,256,0.95,10,stringContains,avgt,100,ns/op,0.172928,46.022,48.154,46.35217000000001,0.5098897891414449,0 days 00:04:12,2021-04-06 06:18:15.832526
248,http,256,0.95,8,regexMatches,avgt,100,ns/op,6.207331,176.53,240.386,205.60377,18.302460474242583,0 days 00:04:12,2021-04-06 07:15:16.220695
249,http,256,0.95,8,stringContains,avgt,100,ns/op,0.029475,43.283,43.656,43.39469,0.08694950293478411,0 days 00:04:12,2021-04-06 07:15:16.220695
250,http,128,0.95,7,regexMatches,avgt,100,ns/op,2.35656,144.997,164.607,153.8191,6.948378143004439,0 days 00:04:12,2021-04-05 23:04:06.391712
251,http,128,0.95,7,stringContains,avgt,100,ns/op,0.070387,25.349,26.139,25.52481,0.2075056623299467,0 days 00:04:12,2021-04-05 23:04:06.391712
252,http,1024,0.95,4,regexMatches,avgt,100,ns/op,44.496492,390.399,677.742,553.77081,131.1988904193422,0 days 00:04:12,2021-04-06 00:18:39.587723
253,http,1024,0.95,4,stringContains,avgt,100,ns/op,3.003838,143.742,167.053,148.80130000000003,8.856862393909395,0 days 00:04:12,2021-04-06 00:18:39.587723
254,http,2048,0.95,12,regexMatches,avgt,100,ns/op,24.849183,925.038,1172.419,1008.2055000000001,73.26838735530123,0 days 00:04:12,2021-04-06 02:34:36.480793
255,http,2048,0.95,12,stringContains,avgt,100,ns/op,0.757296,296.677,302.491,299.32024,2.2329396085325603,0 days 00:04:12,2021-04-06 02:34:36.480793
256,http,65536,0.95,8,regexMatches,avgt,100,ns/op,22.727775,24982.365,25311.862,25039.525209999996,67.0133879134784,0 days 00:04:12,2021-04-06 01:15:40.219888
257,http,65536,0.95,8,stringContains,avgt,100,ns/op,2.718938,9400.071,9438.742,9414.086909999998,8.016836438818437,0 days 00:04:12,2021-04-06 01:15:40.219888
258,http,256,0.95,9,regexMatches,avgt,100,ns/op,5.044073,177.48,219.557,196.07596999999998,14.872581515610692,0 days 00:04:12,2021-04-06 07:45:57.959247
259,http,256,0.95,9,stringContains,avgt,100,ns/op,0.177389,43.27,44.617,43.82749,0.5230786196387999,0 days 00:04:12,2021-04-06 07:45:57.959247
260,http,8192,0.95,1,regexMatches,avgt,100,ns/op,12.223448,3210.079,3317.017,3272.5189100000002,36.0411144829573,0 days 00:04:12,2021-04-06 10:32:37.030863
261,http,8192,0.95,1,stringContains,avgt,100,ns/op,0.468902,1164.621,1171.027,1166.89395,1.3825444291178717,0 days 00:04:12,2021-04-06 10:32:37.030863
262,http,4096,0.95,5,regexMatches,avgt,100,ns/op,70.047236,1588.398,2182.599,1952.07121,206.53588694272497,0 days 00:04:12,2021-04-06 02:08:17.675156
263,http,4096,0.95,5,stringContains,avgt,100,ns/op,2.323145,587.736,606.243,596.79621,6.849805496457027,0 days 00:04:12,2021-04-06 02:08:17.675156
264,http,8192,0.95,14,regexMatches,avgt,100,ns/op,211.658176,3202.651,4527.584,3764.56322,624.0790013584314,0 days 00:04:12,2021-04-06 07:37:11.697374
265,http,8192,0.95,14,stringContains,avgt,100,ns/op,0.605241,1174.537,1184.516,1177.05367,1.7845361112693263,0 days 00:04:12,2021-04-06 07:37:11.697374
266,http,64,0.95,9,regexMatches,avgt,100,ns/op,2.524632,122.882,143.346,133.78617000000003,7.443924232614751,0 days 00:04:12,2021-04-06 03:53:32.409616
267,http,64,0.95,9,stringContains,avgt,100,ns/op,0.008522,16.485,16.59,16.523139999999998,0.02510866082619397,0 days 00:04:12,2021-04-06 03:53:32.409616
268,http,16384,0.95,14,regexMatches,avgt,100,ns/op,7.63026,6641.864,6731.461,6716.2804799999985,22.498021718409397,0 days 00:04:12,2021-04-06 03:18:27.478175
269,http,16384,0.95,14,stringContains,avgt,100,ns/op,1.209685,2329.38,2344.723,2333.0820300000005,3.5667475223205476,0 days 00:04:12,2021-04-06 03:18:27.478175
270,http,512,0.95,8,regexMatches,avgt,100,ns/op,1.002496,296.736,309.36,300.04089,2.9558976243360577,0 days 00:04:12,2021-04-06 01:50:45.171399
271,http,512,0.95,8,stringContains,avgt,100,ns/op,1.765809,76.737,92.9,79.25245000000001,5.206510746074562,0 days 00:04:12,2021-04-06 01:50:45.171399
272,http,32768,0.95,9,regexMatches,avgt,100,ns/op,415.907365,11979.017,14799.284,13539.17565,1226.3123910007876,0 days 00:04:12,2021-04-06 02:30:13.399855
273,http,32768,0.95,9,stringContains,avgt,100,ns/op,8.116215,4627.753,4686.613,4653.70341,23.930839894210244,0 days 00:04:12,2021-04-06 02:30:13.399855
274,http,1024,0.95,13,regexMatches,avgt,100,ns/op,24.222135,528.507,718.155,615.70956,71.41946051949253,0 days 00:04:12,2021-04-06 03:40:23.050864
275,http,1024,0.95,13,stringContains,avgt,100,ns/op,0.163209,143.695,145.281,144.26424,0.4812508138783626,0 days 00:04:12,2021-04-06 03:40:23.050864
276,http,128,0.95,0,regexMatches,avgt,100,ns/op,4.143963,144.156,183.1,156.56766,12.218599304091258,0 days 00:04:12,2021-04-06 09:31:13.025730
277,http,128,0.95,0,stringContains,avgt,100,ns/op,0.137813,25.355,26.507,25.628809999999998,0.4063521310937653,0 days 00:04:12,2021-04-06 09:31:13.025730
278,http,1024,0.95,3,regexMatches,avgt,100,ns/op,33.989659,390.245,674.015,502.89677000000006,100.21932075535004,0 days 00:04:12,2021-04-05 23:17:15.794585
279,http,1024,0.95,3,stringContains,avgt,100,ns/op,0.146778,143.73,145.229,144.57962,0.4327186731596053,0 days 00:04:12,2021-04-05 23:17:15.794585
280,http,2048,0.95,14,regexMatches,avgt,100,ns/op,28.384978,853.194,1135.825,1002.1680899999999,83.69377752995884,0 days 00:04:12,2021-04-06 00:53:44.603207
281,http,2048,0.95,14,stringContains,avgt,100,ns/op,0.13467,284.426,285.968,285.23999000000003,0.3970829365319635,0 days 00:04:12,2021-04-06 00:53:44.603207
282,http,65536,0.95,11,regexMatches,avgt,100,ns/op,166.202881,23676.792,25179.219,24694.981159999996,490.05299276916406,0 days 00:04:12,2021-04-06 10:15:04.531111
283,http,65536,0.95,11,stringContains,avgt,100,ns/op,8.369875,9331.992,9432.492,9360.390400000002,24.678805987520885,0 days 00:04:12,2021-04-06 10:15:04.531111
284,http,16384,0.95,10,regexMatches,avgt,100,ns/op,8.273162,6646.959,6750.741,6722.050629999999,24.393584559670547,0 days 00:04:12,2021-04-06 05:25:38.453270
285,http,16384,0.95,10,stringContains,avgt,100,ns/op,4.112428,2345.792,2386.41,2358.50286,12.125585365872052,0 days 00:04:12,2021-04-06 05:25:38.453270
286,http,128,0.95,9,regexMatches,avgt,100,ns/op,4.056349,144.706,181.792,156.57922,11.960219072163412,0 days 00:04:12,2021-04-06 03:14:04.373238
287,http,128,0.95,9,stringContains,avgt,100,ns/op,0.161513,25.402,26.525,25.842030000000005,0.47622924313843,0 days 00:04:12,2021-04-06 03:14:04.373238
288,http,65536,0.95,1,regexMatches,avgt,100,ns/op,24.580738,24958.607,25310.074,25035.850090000007,72.47685890244945,0 days 00:04:12,2021-04-06 05:03:42.828584
289,http,65536,0.95,1,stringContains,avgt,100,ns/op,2.974167,9328.582,9356.58,9335.476690000001,8.769408816091147,0 days 00:04:12,2021-04-06 05:03:42.828584
290,http,1024,0.95,0,regexMatches,avgt,100,ns/op,36.345297,390.632,675.874,605.9299500000001,107.16498058142724,0 days 00:04:12,2021-04-06 00:49:21.506270
291,http,1024,0.95,0,stringContains,avgt,100,ns/op,0.147401,143.697,145.458,144.45991,0.4346085454495553,0 days 00:04:12,2021-04-06 00:49:21.506270
292,http,256,0.95,3,regexMatches,avgt,100,ns/op,7.071937,175.261,284.37,198.49672000000007,20.851779597565635,0 days 00:04:12,2021-04-05 23:34:48.246337
293,http,256,0.95,3,stringContains,avgt,100,ns/op,0.14114,43.286,44.435,43.57773,0.4161473577151889,0 days 00:04:12,2021-04-05 23:34:48.246337
294,http,512,0.95,14,regexMatches,avgt,100,ns/op,18.255223,244.557,387.866,287.44175,53.825951081478884,0 days 00:04:12,2021-04-06 08:29:49.148614
295,http,512,0.95,14,stringContains,avgt,100,ns/op,0.2641,76.738,78.951,77.38484,0.7787575668196027,0 days 00:04:12,2021-04-06 08:29:49.148614
296,http,8192,0.95,3,regexMatches,avgt,100,ns/op,64.367917,2787.52,3334.042,3205.0760099999998,189.79024740031463,0 days 00:04:12,2021-04-06 08:38:35.478490
297,http,8192,0.95,3,stringContains,avgt,100,ns/op,0.497961,1137.779,1144.234,1140.89875,1.4682342819065575,0 days 00:04:12,2021-04-06 08:38:35.478490
298,http,8192,0.95,10,regexMatches,avgt,100,ns/op,28.346585,3085.133,3338.501,3233.83131,83.58056793475905,0 days 00:04:12,2021-04-05 22:59:43.266755
299,http,8192,0.95,10,stringContains,avgt,100,ns/op,0.346638,1172.453,1177.26,1174.13042,1.0220543500937023,0 days 00:04:12,2021-04-05 22:59:43.266755
300,http,2048,0.95,11,regexMatches,avgt,100,ns/op,24.879768,853.121,1123.942,995.9411,73.35856890732884,0 days 00:04:12,2021-04-06 04:02:18.583472
301,http,2048,0.95,11,stringContains,avgt,100,ns/op,1.743302,285.09,298.883,288.01727999999997,5.14014280759049,0 days 00:04:12,2021-04-06 04:02:18.583472
302,http,8192,0.95,7,regexMatches,avgt,100,ns/op,28.531579,3079.55,3316.717,3228.9793300000006,84.1260713691131,0 days 00:04:12,2021-04-06 04:24:14.424155
303,http,8192,0.95,7,stringContains,avgt,100,ns/op,4.43956,1173.544,1209.838,1182.6798900000001,13.090124653815344,0 days 00:04:12,2021-04-06 04:24:14.424155
304,http,16384,0.95,4,regexMatches,avgt,100,ns/op,7.612239,6667.121,6760.94,6738.8573400000005,22.44484201807984,0 days 00:04:12,2021-04-06 00:01:06.935963
305,http,16384,0.95,4,stringContains,avgt,100,ns/op,0.368402,2313.003,2316.833,2314.26115,1.0862325901476795,0 days 00:04:12,2021-04-06 00:01:06.935963
306,http,512,0.95,10,regexMatches,avgt,100,ns/op,16.487247,245.072,385.82,301.20161,48.61296929165523,0 days 00:04:12,2021-04-06 07:54:44.241122
307,http,512,0.95,10,stringContains,avgt,100,ns/op,0.129079,78.132,79.106,78.63495,0.38055900868447223,0 days 00:04:12,2021-04-06 07:54:44.241122
308,http,65536,0.95,2,regexMatches,avgt,100,ns/op,22.807262,24937.892,25288.005,25003.732300000003,67.24773402010206,0 days 00:04:12,2021-04-06 04:46:10.184836
309,http,65536,0.95,2,stringContains,avgt,100,ns/op,2.968469,9182.16,9211.77,9196.108530000003,8.752620798222406,0 days 00:04:12,2021-04-06 04:46:10.184836
310,http,4096,0.95,0,regexMatches,avgt,100,ns/op,63.933027,1579.765,2154.253,1946.1768200000004,188.50796615840773,0 days 00:04:12,2021-04-06 05:43:10.953024
311,http,4096,0.95,0,stringContains,avgt,100,ns/op,3.053053,591.573,616.03,600.03035,9.002003915374853,0 days 00:04:12,2021-04-06 05:43:10.953024
312,http,8192,0.95,6,regexMatches,avgt,100,ns/op,43.439216,2913.537,3312.918,3212.337340000001,128.08155552491237,0 days 00:04:12,2021-04-06 07:10:53.079758
313,http,8192,0.95,6,stringContains,avgt,100,ns/op,1.100774,1173.881,1190.23,1178.5982199999999,3.2457058206719016,0 days 00:04:12,2021-04-06 07:10:53.079758
314,http,1024,0.95,2,regexMatches,avgt,100,ns/op,44.181159,390.26,676.295,499.6318,130.26913959789462,0 days 00:04:12,2021-04-06 04:19:51.351222
315,http,1024,0.95,2,stringContains,avgt,100,ns/op,0.155393,143.705,145.341,144.45838,0.4581577907360311,0 days 00:04:12,2021-04-06 04:19:51.351222
316,http,1024,0.95,7,regexMatches,avgt,100,ns/op,43.596064,390.238,713.559,535.9846,128.54397223581358,0 days 00:04:12,2021-04-06 08:07:53.575931
317,http,1024,0.95,7,stringContains,avgt,100,ns/op,0.17288,143.695,145.415,144.30049,0.509723186809976,0 days 00:04:12,2021-04-06 08:07:53.575931
318,http,16384,0.95,6,regexMatches,avgt,100,ns/op,7.925854,6690.73,6777.861,6764.715879999999,23.36954443104844,0 days 00:04:12,2021-04-06 09:04:54.232108
319,http,16384,0.95,6,stringContains,avgt,100,ns/op,1.69083,2360.436,2379.218,2368.7306,4.985505212335283,0 days 00:04:12,2021-04-06 09:04:54.232108
320,http,8192,0.95,0,regexMatches,avgt,100,ns/op,23.497853,3071.995,3307.642,3243.1434499999996,69.28399147009199,0 days 00:04:12,2021-04-06 02:52:08.868547
321,http,8192,0.95,0,stringContains,avgt,100,ns/op,0.633482,1134.194,1143.524,1138.66734,1.867828108480083,0 days 00:04:12,2021-04-06 02:52:08.868547
322,http,16384,0.95,5,regexMatches,avgt,100,ns/op,7.725928,6671.071,6766.344,6743.310030000001,22.780094225847357,0 days 00:04:12,2021-04-06 07:50:21.076184
323,http,16384,0.95,5,stringContains,avgt,100,ns/op,0.976253,2322.63,2333.041,2327.02239,2.8784527370611626,0 days 00:04:12,2021-04-06 07:50:21.076184
324,http,8192,0.95,8,regexMatches,avgt,100,ns/op,179.519655,3091.761,4572.667,3522.0527700000002,529.3177824288268,0 days 00:04:12,2021-04-06 07:59:07.394060
325,http,8192,0.95,8,stringContains,avgt,100,ns/op,0.877887,1162.222,1169.108,1164.6361200000001,2.588478806347287,0 days 00:04:12,2021-04-06 07:59:07.394060
326,http,32768,0.95,11,regexMatches,avgt,100,ns/op,327.765699,11870.692,14600.536,13799.46454,966.4246293532225,0 days 00:04:12,2021-04-06 04:54:56.434707
327,http,32768,0.95,11,stringContains,avgt,100,ns/op,13.418894,4657.038,4772.61,4720.10253,39.56593374406193,0 days 00:04:12,2021-04-06 04:54:56.434707
328,http,128,0.95,1,regexMatches,avgt,100,ns/op,0.304476,144.469,149.257,145.50891,0.8978118641081396,0 days 00:04:12,2021-04-05 23:56:43.863028
329,http,128,0.95,1,stringContains,avgt,100,ns/op,0.134584,25.371,26.45,25.722859999999997,0.39682095344236695,0 days 00:04:12,2021-04-05 23:56:43.863028
